id,type,uid,content,add_time,ups
6694622664532388670,0,1909357723,第一诶,65000,1
6694752561523347875,0,3998473651,滴，打卡🤗,65117,0
6694739431808319643,0,3454246071,陈基桂，看这里,65532,0
6694970874711258445,0,4106880373,我从密室来,66000,14
6694854163269837620,0,673576400,来看小尤的,66415,1
6694622892165655710,0,4249529931,毛不易,66399,10
6694751917278253192,0,3731475118,啊啊,66748,0
6694623772633952767,0,3246471425,来了，第一,66262,0
6694623270122778324,0,3179016368,人呢,66507,0
6694999870035511390,0,63740879,密逃看了一半过来缓缓,67000,2
6694783433748289371,0,1324293946,社会瓢,67947,8
6694899346325836092,0,260167700,坐等软萌软萌的尤长靖！！！,67949,1
6694624816311008063,0,3586047315,来啦,67000,1
6694622965180099854,0,1870665338,阿黄人工姐姐来啦,67000,1
6694879379022859093,0,1420761538,张子枫什么时候走,67373,0
6695123852856483629,0,2050734166,蜜桃过来加一,68000,9
6694971106639492731,0,4127737261,密逃好吓人呐,68237,3
6694870857807735646,0,1758408718,来了,68149,1
6694759403406253470,0,631858242,来啦,68168,0
6694644955412687887,0,1989642286,哈哈哈哈哈嘎嘎嘎嘎嘎嘎嘎嘎,68000,0
6694625043944275277,0,3920598150,第一,68000,0
6694924656568135696,0,1612379849,被密室吓过来＋1,69595,82
6694621844193634005,0,3100837051,恭喜继科选了一条最老实的狗狗，哈哈,69916,5
6695181633051560808,0,3206378787,刚看完密室,69187,0
6694753935912883172,0,2900271181,瓢哥我来了,69851,0
6694635326095998534,0,1872868836,来了老弟,69822,0
6694631911596992979,0,1322570488,就喜欢不守时 多弹屏,69000,0
6695016311170335026,0,3249045946,nine's来看尤尤啦,70025,2
6695147814479042139,0,1787116509,尤长靖！！！！！,70000,0
6694904951258162587,0,2460453091,你你你,70153,0
6694851676483770132,0,4202491942,来了,70003,0
6694746703187953901,0,2383529149,来了,70805,0
6694720143110189831,0,1665351035,我来了,70102,0
6694880646038212583,0,2396835433,我是被密室逃脱吓到这里的,71000,15
6695013227383814399,0,3190967949,密室逃脱看完过来缓缓，有点吃不消..,71000,3
6695131223020366979,0,3596870805,邓紫棋,71124,0
